,Name,Apps,Mins,Mins/Gm,Height,Weight,Age,Av Rat,Gls,Gls/90,Shot %,Pen/R,xG,Ch C/90,Asts/90,K Ps/90,Pas %,Cr C/A,Drb/90,Distance,Hdr %,K Tck,Fls,Int/90,Clear,Con/90,xSv %,Sv %,Svh,Svt,Svp,Pens Saved Ratio,PoM,Aer A/90,Off,Based,Tck R,CA,Saves,Saves/xSv%,Gls/xG,Dist/Mins,Transfer Value,Value
831,Guillermo Maripán,16,1440,90,193,83,28,7.24,0,0,0.2,0,0.45,0.18,0.12,0.19,0.95,0,0.12,164.5,0.89,3,18,2.25,106,0,0,0,0,0,0,0,2,14.44,0,France (Ligue 1),0.87,133,0,0,0,0.1142361111,€6.2M - €9.8M,8000000
832,Nicola Leali,11,990,90,193,82,29,6.61,0,0,0,0,0,0,0,0,0.57,0,0,67.7,0,0,0,0,0,1.18,0,-0.05,7,3,13,0,0,0,0,Italy (Serie B),0,117,23,0,0,0.06838383838,€150K - €1.5M,825000
833,Sebastian Walukiewicz,14,1150,82.14285714,188,85,22,6.95,0,0,0,0,0.66,0,0,0,0.95,0,0.23,125.7,0.84,1,13,2.27,104,0,0,0,0,0,0,0,0,12.91,1,Italy (Serie A),0.88,132,0,0,0,0.1093043478,€8M - €10M,9000000
834,Alexandru Băluţă,12,830,69.16666667,166,62,29,6.77,2,0.22,0.25,0,1.62,0.43,0.11,1.19,0.86,0.29,1.73,117.7,0.42,0,10,2.06,5,0,0,0,0,0,0,0,0,5.96,1,France (Ligue 1),0.72,122,0,0,1.234567901,0.1418072289,€950K - €9.4M,5175000
835,Matías Vecino,15,1080,72,187,81,31,6.97,3,0.25,0.44,0,1.12,0.29,0,0.92,0.93,0.14,0.42,152.5,0.69,0,15,1.08,21,0,0,0,0,0,0,0,1,6.92,1,France (Ligue 1),0.76,139,0,0,2.678571429,0.1412037037,€11M - €18M,14500000
836,Sergi Palencia,14,1251,89.35714286,168,67,26,6.81,0,0,0,0,0,0.07,0,1.73,0.9,0.18,1.08,183.5,0.7,0,32,2.52,47,0,0,0,0,0,0,0,0,7.05,2,France (Ligue 2),0.82,132,0,0,0,0.1466826539,€700K - €7.2M,3950000
837,Mounir Chouiar,11,913,83,177,75,23,6.99,1,0.1,0.48,0,2.79,0.3,0.2,2.07,0.86,0.16,2.37,141.1,0.48,0,15,1.08,8,0,0,0,0,0,0,0,2,7.39,12,France (Ligue 1),0.79,122,0,0,0.3584229391,0.1545454545,€475K - €4.7M,2587500
838,Jhon Lucumí,14,1290,92.14285714,187,84,24,7.18,0,0,0.13,0,0.49,0.33,0.21,0.35,0.91,0,0.28,160.1,0.8,0,16,2.37,143,0,0,0,0,0,0,0,1,13.74,0,Belgium (Pro League),0.64,126,0,0,0,0.1241085271,€6.8M - €11.5M,9150000
839,Nicolas Seiwald,18,1534,85.22222222,179,70,21,7.18,1,0.06,0.53,0,2.82,1.03,0.35,1.06,0.91,0.33,0.06,207.9,0.6,1,22,1.11,17,0,0,0,0,0,0,0,1,3.81,1,Austria (Admiral Bundesliga),0.8,145,0,0,0.3546099291,0.1355280313,€16M - €26M,21000000
840,Baptiste Reynet,14,1202,85.85714286,185,88,31,6.59,0,0,0,0,0,0,0,0.37,0.46,0,0,86.4,0,0,0,0,0,1.8,0,-0.01,9,11,30,0,0,0,0,France (Ligue 1),0,122,50,0,0,0.07188019967,€230K - €2.3M,1265000
841,Mykola Matvienko,17,1530,90,181,75,26,7.08,0,0,0.17,0,0.13,0.23,0.24,0.76,0.89,0.18,0.12,164.5,0.84,2,23,2,61,0,0,0,0,0,0,0,0,5.59,1,Ukraine (Favbet Liha),0.95,143,0,0,0,0.1075163399,€31M - €53M,42000000
842,Leandro Cabrera,11,838,76.18181818,188,82,31,6.9,0,0,0,0,0.09,0,0,0,0.96,0.33,0,105,0.92,3,11,2.9,66,0,0,0,0,0,0,0,0,12.14,0,Spain (LaLiga),0.86,134,0,0,0,0.1252983294,€850K - €8.4M,4625000
843,Joris Chotard,14,1158,82.71428571,179,70,21,7.2,2,0.16,0.5,0,0.53,0.23,0.08,1.87,0.9,0.3,0.39,168.6,0.69,0,23,1.24,29,0,0,0,0,0,0,0,0,5.28,0,France (Ligue 1),0.7,128,0,0,3.773584906,0.1455958549,€10.5M - €13.5M,12000000
844,Emil Krafth,11,976,88.72727273,184,83,28,7.05,0,0,0,0,0.61,0.28,0,0.92,0.91,0.4,0.92,138.9,0.81,2,13,3.04,72,0,0,0,0,0,0,0,1,9.22,3,France (Ligue 1),0.87,124,0,0,0,0.1423155738,€4.4M - €7.2M,5800000
845,Rasmus Lauritsen,12,1001,83.41666667,189,78,26,7.1,0,0,0,0,0,0.09,0.36,0.63,0.95,0,0,117.1,0.86,4,7,2.7,89,0,0,0,0,0,0,0,2,12.86,0,France (Ligue 1),0.54,128,0,0,0,0.116983017,€5M - €6.4M,5700000
846,Aihen Muñoz,13,1055,81.15384615,175,72,25,6.92,0,0,0,0,0.52,1.13,0.09,0.94,0.88,0.17,0.43,146.3,0.7,2,14,1.71,39,0,0,0,0,0,0,0,1,6.48,2,Spain (LaLiga),0.87,139,0,0,0,0.1386729858,€15.5M - €21M,18250000
847,Emiliano Velázquez,44,3900,88.63636364,185,79,28,6.86,0,0,0.15,0,2.95,0.11,0.05,0.76,0.9,0.15,0.67,419.9,0.78,2,78,2.28,145,0,0,0,0,0,0,0,0,6.62,10,Brazil (Brasileiro Série A),0.9,131,0,0,0,0.1076666667,€1M - €10.5M,5750000
848,Sanjin Prcic,12,968,80.66666667,181,73,28,7.14,0,0,0,0,0.53,0.19,0.09,1.39,0.92,0.25,0.09,122.8,0.74,1,12,0.93,17,0,0,0,0,0,0,0,0,3.53,0,France (Ligue 1),0.81,130,0,0,0,0.1268595041,€3.9M - €6.6M,5250000
849,Willian Arão,30,2932,97.73333333,182,77,30,7.17,2,0.06,0.11,0,1.26,0.26,0.09,0.34,0.89,0.21,0.21,207.3,0.75,0,46,1.35,105,0,0,0,0,0,0,0,0,5.34,2,Brazil (Brasileiro Série A),0.9,132,0,0,1.587301587,0.07070259209,€475K - €4.7M,2587500
850,Gustavo Gómez,50,4514,90.28,185,86,29,7.15,1,0.02,0.17,1,3.74,0.24,0.02,0.14,0.93,0,0.04,411.9,0.79,4,62,1.99,296,0,0,0,0,0,0,0.7,2,10.69,3,Brazil (Brasileiro Série A),0.7,141,0,0,0.2673796791,0.09124944617,€7.4M - €12.5M,9950000
851,Felipe Melo,38,3057,80.44736842,185,82,39,6.83,0,0,0.36,0,1.17,0.51,0.24,0.77,0.89,0.31,0.06,308.8,0.73,1,84,0.74,50,0,0,0,0,0,0,0,2,3.65,1,Brazil (Brasileiro Série A),0.74,109,0,0,0,0.1010140661,€95K - €300K,197500
852,Mattia Viviani,11,1018,92.54545455,183,74,22,6.91,2,0.18,0.67,0,0.15,2.19,0.09,0.8,0.9,0.33,0.27,135.4,0.73,1,10,1.15,33,0,0,0,0,0,0,0,0,7.07,0,Italy (Serie A),0.7,129,0,0,13.33333333,0.1330058939,€700K - €7M,3850000
853,Nikola Maksimović,15,1350,90,193,82,30,6.95,0,0,0,0,0.49,0,0.07,0.13,0.93,0,0,156.5,0.76,3,12,2.33,129,0,0,0,0,0,0,0,1,13.07,1,Italy (Serie A),0.94,129,0,0,0,0.1159259259,€250K - €2.6M,1425000
854,Unai Núñez,11,990,90,186,81,25,6.85,0,0,0,0,1.13,0.12,0,1,0.93,0.2,0.45,127.5,0.72,4,21,2.64,58,0,0,0,0,0,0,0,1,9.27,1,Spain (LaLiga),0.96,136,0,0,0,0.1287878788,€26M - €35M,30500000
855,Jean Lucas,15,1323,88.2,181,77,24,6.97,0,0,0.27,0,1.64,0.14,0.14,0.34,0.82,0.33,0.14,81.4,0.66,0,22,0.34,12,0,0,0,0,0,0,0,0,2.18,0,Brazil (Brasileiro Série A),0.83,131,0,0,0,0.06152683296,€475K - €4.8M,2637500
856,Josip Stanišić,14,1199,85.64285714,187,76,22,6.78,0,0,0,0,0.29,0.08,0.08,0.45,0.91,0.15,0.08,141.2,0.73,0,15,3,100,0,0,0,0,0,0,0,0,11.26,1,Italy (Serie A),0.72,130,0,0,0,0.117764804,€5.4M - €11M,8200000
857,Nicolas Isimat-Mirin,33,2830,85.75757576,187,81,30,6.76,0,0,0.17,0,0.52,0.07,0.1,0.13,0.9,0,0.06,232,0.84,4,40,1.91,228,0,0,0,0,0,0,0,0,10.4,1,U.S.A. (MLS),0.91,117,0,0,0,0.08197879859,€2.1M - €4.7M,3400000
858,Fernando Beltrán,11,992,90.18181818,164,66,24,7.02,0,0,0.23,0,0.49,1.22,0,1,0.87,0,0.09,89.6,0.4,0,9,0.64,19,0,0,0,0,0,0,0,0,1.36,0,Mexico (Liga BBVA MX),0.8,129,0,0,0,0.09032258065,€750K - €7.2M,3975000
859,Habib Maïga,12,975,81.25,181,80,26,7.07,1,0.09,0.11,0,0.6,0.46,0.28,1.38,0.91,0.37,0.09,125.3,0.68,0,23,0.74,13,0,0,0,0,0,0,0,0,5.54,5,France (Ligue 1),0.7,124,0,0,1.666666667,0.1285128205,€425K - €4.1M,2262500
860,Josecarlos Van Rankin,32,2899,90.59375,174,69,29,7,1,0.03,0.08,0,2.03,0.17,0.06,0.75,0.86,0.2,0.22,249.1,0.68,4,31,1.46,121,0,0,0,0,0,0,0,0,5.34,5,U.S.A. (MLS),0.86,123,0,0,0.4926108374,0.08592618144,€230K - €2.3M,1265000
861,Diego Polenta,21,1808,86.0952381,185,92,30,7.09,1,0.05,0.2,0,0.18,0,0,0.25,0.91,0.5,0.05,153.7,0.78,3,21,1.64,125,0,0,0,0,0,0,0,0,11.05,0,Argentina (Liga Profesional),0.83,119,0,0,5.555555556,0.08501106195,€250K - €2.5M,1375000
862,Wesley Hoedt,19,1710,90,188,81,28,7.17,0,0,0,0,0.61,0.08,0,0.05,0.94,0.33,0.16,196.2,0.84,7,23,2.37,147,0,0,0,0,0,0,0,2,12.79,0,Belgium (Pro League),0.85,137,0,0,0,0.1147368421,€9.2M - €11.5M,10350000
863,Andrea Barberis,11,949,86.27272727,177,72,28,7.05,0,0,0,0,0.21,0.21,0.38,0.57,0.93,0,0,127.7,0.68,0,12,1.42,29,0,0,0,0,0,0,0,1,5.03,0,Italy (Serie B),0.73,122,0,0,0,0.1345626976,€750K - €7.4M,4075000
864,Emanuel Mammana,17,1759,103.4705882,184,74,26,7.11,2,0.1,0.38,0,0.84,0.15,0.15,0.2,0.89,0,0,135.6,0.72,3,11,1.59,107,0,0,0,0,0,0,0,2,9.01,0,Argentina (Liga Profesional),0.89,122,0,0,2.380952381,0.07708925526,€375K - €3.7M,2037500
865,Jean-Charles Castelletto,11,903,82.09090909,185,76,27,6.92,0,0,0.11,0,0.7,0.3,0,0.7,0.92,0.25,0.2,124.7,0.79,1,17,2.59,78,0,0,0,0,0,0,0,0,10.66,1,France (Ligue 1),0.88,127,0,0,0,0.1380952381,€425K - €4.2M,2312500
866,Andrea Cistana,11,990,90,185,78,25,7.04,0,0,0.33,0,0.23,0.1,0,0.18,0.94,0,0.09,112.6,0.81,2,8,3.09,91,0,0,0,0,0,0,0,0,14.18,0,Italy (Serie B),0.75,124,0,0,0,0.1137373737,€650K - €6.6M,3625000
867,Gökhan Akkan,12,987,82.25,188,75,27,6.86,0,0,0,0,0,0,0,0.55,0.47,0,0,62.6,0,0,1,0,0,1.82,0,-0.01,9,11,25,0,2,0,0,Turkey (Süper Lig),0.5,123,45,0,0,0.06342451874,€5.8M - €9.8M,7800000
868,Andrei Girotto,11,1075,97.72727273,186,79,30,6.95,0,0,0.25,0,1.49,0.08,0,0.17,0.94,1,0.08,117.7,0.79,1,15,2.01,92,0,0,0,0,0,0,0,0,10.8,0,France (Ligue 1),0.46,130,0,0,0,0.1094883721,€550K - €5.4M,2975000
869,Timothée Kolodziejczak,14,1197,85.5,185,75,31,6.86,0,0,0.3,0,1.33,0.15,0,0.23,0.9,0,0.3,142.3,0.82,4,19,2.11,122,0,0,0,0,0,0,0,0,14.66,0,France (Ligue 2),0.93,124,0,0,0,0.1188805347,€230K - €2.3M,1265000
870,Wuilker Fariñez,12,1080,90,180,77,24,6.48,0,0,0,0,0,0,0,0.08,0.8,0,0,80.3,0,0,0,0,0,1.75,0,-0.01,17,11,20,0,1,0,0,France (Ligue 1),0,135,48,0,0,0.07435185185,€1.5M - €3.4M,2450000
871,Giangiacomo Magnani,12,1145,95.41666667,190,87,27,6.99,0,0,0.25,0,0.94,0.09,0.16,0.31,0.94,0,0,133.3,0.84,2,14,2.12,96,0,0,0,0,0,0,0,1,13.21,1,Italy (Serie A),1,130,0,0,0,0.116419214,€700K - €7M,3850000
872,Devyne Rensch,18,1492,82.88888889,181,75,19,7.03,0,0,0.22,0,0.75,0.39,0,1.15,0.94,0.27,1.87,214.5,0.75,3,16,3.74,63,0,0,0,0,0,0,0,0,8.69,7,Holland (Eredivisie),0.75,144,0,0,0,0.143766756,€46M - €58M,52000000
873,Wout Faes,12,992,82.66666667,185,84,24,6.84,0,0,0,0,0.33,0.09,0.09,0.82,0.93,0,0.09,122.7,0.79,0,18,1.72,64,0,0,0,0,0,0,0,0,9.8,0,France (Ligue 1),0.86,128,0,0,0,0.1236895161,€4.6M - €9.6M,7100000
874,Darko Lazović,18,1620,90,181,65,32,6.73,0,0,0,0,0.89,0.54,0.11,1.56,0.9,0.18,1.83,219,0.69,0,31,2.39,57,0,0,0,0,0,0,0,0,6.17,6,France (Ligue 1),0.87,135,0,0,0,0.1351851852,€1.2M - €11.5M,6350000
875,Antonee Robinson,32,2804,87.625,183,70,25,7.2,1,0.03,0.16,0,0.52,0.6,0.06,0.8,0.89,0.25,0.35,272.2,0.75,3,29,1.77,94,0,0,0,0,0,0,0,3,5.42,5,U.S.A. (MLS),0.93,127,0,0,1.923076923,0.09707560628,€8.6M - €10.5M,9550000
876,Cristian Dell'Orco,11,990,90,183,75,28,6.8,0,0,0,0,0.59,0,0,0.09,0.93,0,0.09,118.2,0.75,2,9,2.91,107,0,0,0,0,0,0,0,0,13.91,1,Italy (Serie B),1,117,0,0,0,0.1193939394,€300K - €2.9M,1600000
877,Kaiky,50,4493,89.86,183,79,18,6.97,0,0,0.08,0,1.9,0.17,0.04,0.16,0.93,0,0.14,418,0.78,6,45,1.78,316,0,0,0,0,0,0,0,2,10.38,3,Brazil (Brasileiro Série A),0.83,143,0,0,0,0.09303360783,€15.5M,7750007.5
878,Fausto Vera,21,1804,85.9047619,177,75,22,6.9,1,0.05,0.25,0,0.61,0.2,0.1,0.75,0.91,0.16,0.2,178,0.66,1,19,0.9,28,0,0,0,0,0,0,0,0,3.69,0,Argentina (Liga Profesional),0.9,132,0,0,1.639344262,0.09866962306,€4.6M - €9.6M,7100000
879,Adama Soumaoro,15,1350,90,186,93,30,7.06,2,0.13,0.4,0,0.46,0.5,0,0,0.97,0,0.07,149.9,0.81,2,17,2.8,125,0,0,0,0,0,0,0,1,13.33,0,Italy (Serie A),0.87,130,0,0,4.347826087,0.111037037,€800K - €8M,4400000
880,Kristoffer Olsson,17,1219,71.70588235,178,69,27,7.07,1,0.07,0.25,0,0.82,0.79,0.15,1.03,0.85,0.22,0.22,168.8,0.77,0,8,1.33,23,0,0,0,0,0,0,0,1,2.29,0,Belgium (Pro League),0.75,130,0,0,1.219512195,0.1384741591,€8.2M - €10.5M,9350000
881,Giuseppe Cuomo,11,960,87.27272727,190,79,24,6.75,0,0,0.33,0,0.66,0,0,0,0.88,0,0.09,107.4,0.78,2,10,2.16,96,0,0,0,0,0,0,0,0,15.84,1,Italy (Serie B),0.93,120,0,0,0,0.111875,€1.9M - €4.3M,3100000
882,Harold Moukoudi,11,1054,95.81818182,191,84,25,6.99,0,0,0.29,0,1.12,0.17,0.09,0.34,0.92,0,0.09,127.8,0.89,3,11,3.59,107,0,0,0,0,0,0,0,0,13.49,0,France (Ligue 2),0.67,123,0,0,0,0.1212523719,€2.3M - €5.2M,3750000
883,Lasse Sobiech,15,1136,75.73333333,196,86,31,6.94,0,0,0.5,0,0.32,0.43,0.16,0.32,0.95,0,0,128.8,0.8,2,6,2.06,110,0,0,0,0,0,0,0,0,13.71,1,Germany (2. Bundesliga),1,122,0,0,0,0.1133802817,€850K,425042.5
884,Matías Kranevitter,15,1350,90,178,72,29,6.96,0,0,0.42,0,1.21,0.5,0.07,0.93,0.88,0.62,0.07,135.4,0.53,0,24,0.93,25,0,0,0,0,0,0,0,0,2.27,0,Mexico (Liga BBVA MX),0.7,130,0,0,0,0.1002962963,€325K - €3.3M,1812500
885,Walter Kannemann,33,2970,90,183,77,31,7.49,3,0.09,0.14,0,0.05,0,0.06,0.03,0.77,0,0,20.9,1,0,58,0.12,15,0,0,0,0,0,0,0,3,0.82,0,Brazil (Campeonato Brasileiro Série B),0.97,138,0,0,60,0.007037037037,€1.1M - €11M,6050000
886,Mert Müldür,15,1330,88.66666667,188,74,23,6.69,0,0,0.4,0,0.72,0,0.14,1.08,0.94,0.12,1.22,186.4,0.77,2,29,2.5,52,0,0,0,0,0,0,0,0,8.46,8,Italy (Serie A),0.91,144,0,0,0,0.1401503759,€12M - €16M,14000000
887,Rui Silva,12,1000,83.33333333,191,91,28,7.07,0,0,0,0,0,0,0,0.09,0.63,0,0,60.8,0,0,0,0.18,0,1.98,-7.47,-0.03,12,6,24,0,0,0,0,Austria (Admiral Bundesliga),0,140,42,-5.62248996,0,0.0608,€160K - €1.6M,880000
888,Pedro Aquino,13,1147,88.23076923,174,67,27,7.09,0,0,0,0,0,0,0.16,0.63,0.87,0,0.08,99.7,0.68,0,20,0.39,18,0,0,0,0,0,0,0,0,2.67,1,Mexico (Liga BBVA MX),0.85,133,0,0,0,0.08692240628,€800K - €8M,4400000
889,Hendrik Van Crombrugge,18,1620,90,188,85,29,7.26,0,0,0,0,0,0,0,0.06,0.78,0,0,119.3,0,0,0,0,0,1.28,-43.28,-0.02,23,12,36,0,3,0,0,Belgium (Pro League),0,131,71,-1.640480591,0,0.07364197531,€20M - €34M,27000000
890,Jonas Omlin,12,863,71.91666667,189,80,28,6.84,0,0,0,0,0,0,0,0,0.71,0,0,62.1,0,0,0,0,0,1.25,0,-0.02,11,6,15,0,1,0,0,France (Ligue 1),0,135,32,0,0,0.07195828505,€4.3M - €9M,6650000
891,Paul Bernardoni,14,1253,89.5,190,78,25,6.99,0,0,0,0,0,0,0,0.22,0.62,0,0,89.8,0,0,0,0,0,1.15,0,-0.01,16,12,32,0,1,0,0,France (Ligue 1),0,136,60,0,0,0.07166799681,€600K - €6M,3300000
892,Reggie Cannon,15,1317,87.8,180,74,24,7.31,3,0.21,0.31,0,1.29,0.27,0.14,1.03,0.86,0.22,0.75,166.3,0.83,2,30,2.6,77,0,0,0,0,0,0,0,2,8.2,3,Portugal (Primeira Liga),0.85,127,0,0,2.325581395,0.1262718299,€1.9M - €4.2M,3050000
893,Florent Mollet,12,993,82.75,170,67,30,7.17,1,0.09,0.4,0,1.79,0.18,0.09,2.63,0.86,0.08,1.9,136.5,0.8,0,9,2.45,11,0,0,0,0,0,0,0,0,5.35,5,France (Ligue 1),0.9,131,0,0,0.5586592179,0.1374622356,€4.9M - €8.2M,6550000
894,Diego Rosa,11,818,74.36363636,185,62,20,6.87,0,0,0.45,0,0.47,0.11,0.11,0.44,0.86,1,0,78,0.85,0,5,0.88,12,0,0,0,0,0,0,0,1,2.86,0,Belgium (1B Pro League),0.5,118,0,0,0,0.09535452323,€15M - €18.5M,16750000
895,Gojko Cimirot,11,835,75.90909091,178,74,29,7.06,0,0,0,0,0.87,0.54,0.32,0.86,0.87,0.25,0.32,116.9,0.75,0,13,1.51,15,0,0,0,0,0,0,0,0,5.5,0,Belgium (Pro League),0.7,126,0,0,0,0.14,€8.8M - €11M,9900000
896,Asmir Begović,13,1170,90,199,99,35,7.12,0,0,0,0,0,0,0,0.23,0.52,0,0,79.9,0,0,0,0,0,0.92,0,-0.02,4,9,20,0,0,0,0,England (EFL Championship),0,128,33,0,0,0.06829059829,€300K - €3M,1650000
897,Rúben Vezo,12,1162,96.83333333,182,80,28,6.95,0,0,0.2,0,0.34,0.23,0,0.23,0.95,0.25,0.08,136.4,0.73,1,7,3.1,103,0,0,0,0,0,0,0,0,12.47,3,Spain (LaLiga),0.93,140,0,0,0,0.117383821,€11.5M - €18.5M,15000000
898,Axel Disasi,15,1335,89,190,86,24,7.11,0,0,0.22,0,0.89,0.25,0.07,0.07,0.95,0,0,142.1,0.85,2,15,3.03,131,0,0,0,0,0,0,0,0,12,1,England (Premier League),0.72,137,0,0,0,0.1064419476,€21M - €29M,25000000
899,Miloš Vulić,11,1007,91.54545455,183,73,26,6.85,0,0,0.33,0,1.5,0.3,0.09,1.61,0.88,0.36,0.36,134.5,0.73,0,11,0.8,21,0,0,0,0,0,0,0,1,4.02,0,Italy (Serie B),0.8,120,0,0,0,0.1335650447,€800K - €7.8M,4300000
900,Thiago Almada,38,3326,87.52631579,171,63,21,6.97,6,0.16,0.43,1,5.5,0.8,0.16,1.33,0.86,0.19,0.7,393,0.37,0,22,0.97,25,0,0,0,0,0,0,0.81,1,2.62,4,U.S.A. (MLS),0.81,135,0,0,1.090909091,0.1181599519,€7.2M - €12M,9600000
901,Francesco Vicari,11,1020,92.72727273,190,80,28,7.3,0,0,0,0,0.5,0,0,0.18,0.95,0,0,119.9,0.78,1,8,2.38,94,0,0,0,0,0,0,0,0,13.32,0,Italy (Serie B),0.85,124,0,0,0,0.1175490196,€650K - €6.6M,3625000
902,Charles Kaboré,11,906,82.36363636,181,74,34,6.71,0,0,0,0,0,0.1,0.1,0.6,0.81,0,0.2,36.9,0.56,1,21,0.4,6,0,0,0,0,0,0,0,1,1.59,0,Russia (Premier Liga),0.9,116,0,0,0,0.04072847682,€100K - €1M,550000
903,Dylan Bronn,12,956,79.66666667,185,76,27,6.92,1,0.09,0.23,0,1.65,0,0.09,0.19,0.95,0,0,117.6,0.77,2,7,2.82,100,0,0,0,0,0,0,0,1,11.11,0,France (Ligue 1),0.91,130,0,0,0.6060606061,0.1230125523,€3.3M - €7.2M,5250000
904,Gabriel,11,990,90,193,90,30,7.33,0,0,0,0,0,0,0,0.27,0.67,0,0,68.4,0,0,0,0,0,0.82,0,-0.04,12,2,20,0,1,0,0,Italy (Serie B),0,126,34,0,0,0.06909090909,€500K - €5.2M,2850000
905,Gabriel,11,990,90,193,90,30,7.33,0,0,0,0,0,0,0,0.27,0.67,0,0,68.4,0,0,0,0,0,0.82,0,-0.04,12,2,20,0,1,0,0,Italy (Serie B),0,126,34,0,0,0.06909090909,€78M - €124M,101000000
906,Gabriel,16,1423,88.9375,190,78,24,7.39,1,0.06,0.56,0,0.88,0.09,0.13,0.19,0.96,0,0,165.3,0.82,2,18,3.1,144,0,0,0,0,0,0,0,0,17.58,1,England (Premier League),0.75,154,0,0,1.136363636,0.1161630358,€500K - €5.2M,2850000
907,Gabriel,16,1423,88.9375,190,78,24,7.39,1,0.06,0.56,0,0.88,0.09,0.13,0.19,0.96,0,0,165.3,0.82,2,18,3.1,144,0,0,0,0,0,0,0,0,17.58,1,England (Premier League),0.75,154,0,0,1.136363636,0.1161630358,€78M - €124M,101000000
908,David Soria,14,1212,86.57142857,192,85,29,6.62,0,0,0,0,0,0,0,0,0.64,0,0,85.1,0,0,1,0,0,1.56,-129.18,-0.01,14,9,26,0,0,0,0,Spain (LaLiga),0.25,142,49,-0.3793156835,0,0.07021452145,€4.5M - €7.6M,6050000
909,Fernando Pacheco,12,1007,83.91666667,186,81,30,7.11,0,0,0,0,0,0,0,0.45,0.53,0,0,77,0,0,0,0.09,0,1.25,-37.4,-0.01,8,6,26,0,0,0,0,France (Ligue 1),1,142,40,-1.069518717,0,0.07646474677,€9.2M - €12.5M,10850000
910,Alessandro Murgia,11,946,86,185,78,26,7.23,3,0.29,0.64,0,1.32,1.08,0.29,1.52,0.91,0,0.38,126.6,0.67,1,18,1.62,26,0,0,0,0,0,0,0,2,5.71,0,Italy (Serie B),0.77,119,0,0,2.272727273,0.1338266385,€2.8M - €6.2M,4500000
911,Clinton Mata,15,1307,87.13333333,180,72,29,7.06,0,0,0.33,0,0.52,0.28,0,0.96,0.92,0.16,2.34,185.2,0.75,3,26,3.65,63,0,0,0,0,0,0,0,3,8.47,5,Belgium (Pro League),0.7,135,0,0,0,0.1416985463,€4.7M - €7.8M,6250000
912,Alexander Djiku,12,1080,90,182,74,28,7.31,1,0.08,0.13,0,1.55,0,0.17,0.42,0.95,0.75,0.17,128.9,0.79,3,6,3.08,109,0,0,0,0,0,0,0,3,12.67,0,France (Ligue 1),0.88,134,0,0,0.6451612903,0.1193518519,€4.9M - €8M,6450000
913,Lorenzo Montipò,11,864,78.54545455,191,82,26,7.31,0,0,0,0,0,0,0,0.21,0.5,0,0,63.9,0,0,1,0,0,0.62,0,-0.05,6,7,21,0,2,0,0,Italy (Serie B),0,132,34,0,0,0.07395833333,€450K - €4.5M,2475000
914,Séko Fofana,13,1082,83.23076923,185,74,27,7.21,1,0.08,0.57,0,1.66,0.33,0.25,1.08,0.92,0.3,0.83,151.1,0.53,0,16,1.08,16,0,0,0,0,0,0,0,1,3.74,1,France (Ligue 1),0.82,136,0,0,0.6024096386,0.1396487985,€7.6M - €12.5M,10050000
915,Hamari Traoré,16,1440,90,175,71,30,7.01,2,0.12,0.4,0,2.31,0.29,0,0.56,0.93,0.2,1.62,204,0.75,0,29,3.94,60,0,0,0,0,0,0,0,0,7.75,2,France (Ligue 1),0.84,134,0,0,0.8658008658,0.1416666667,€450K - €4.5M,2475000
916,Nemanja Maksimović,14,1049,74.92857143,184,75,27,6.89,0,0,0.25,0,1.71,0.17,0,0.69,0.87,0.25,0.26,156.4,0.58,0,5,1.63,11,0,0,0,0,0,0,0,0,3.09,1,Spain (LaLiga),0.43,142,0,0,0,0.1490943756,€14.5M - €24M,19250000
917,Andriy Lunin,14,1260,90,191,80,23,7.01,0,0,0,0,0,0,0,0.14,0.64,0,0,72.7,0,0,0,0,0,1.07,-16.64,-0.05,7,3,14,0,2,0,0,Ukraine (Favbet Liha),0,131,24,-1.442307692,0,0.0576984127,€20M - €26M,23000000
918,Marko Dmitrović,14,1234,88.14285714,190,81,30,7.32,0,0,0,0,0,0,0,0.22,0.49,0,0,87,0,0,2,0,0,0.8,0,-0.01,20,9,34,0,1,0,0,Spain (LaLiga),0,137,63,0,0,0.07050243112,€6.2M - €10M,8100000
919,Guido Herrera,17,1530,90,188,84,30,6.91,0,0,0,0,0,0,0,0.12,0.78,0,0,77.6,0,0,0,0,0,1.47,0,-0.01,5,6,33,0,1,0,0,Argentina (Liga Profesional),0,130,44,0,0,0.05071895425,€700K - €7.2M,3950000
920,Rodrigo Becão,14,1260,90,191,79,26,7.07,0,0,0.25,0,0.32,0.07,0,0.07,0.96,0,0,138,0.83,0,18,2.71,115,0,0,0,0,0,0,0,1,12.64,1,Italy (Serie A),0.92,135,0,0,0,0.1095238095,€8.2M - €10M,9100000
921,Patrick de Paula,50,4164,83.28,178,78,23,7.18,5,0.11,0.33,1,6.35,0.49,0.24,0.89,0.87,0.34,0.26,481.6,0.78,4,79,0.8,63,0,0,0,0,0,0,0.69,1,3.35,2,Brazil (Brasileiro Série A),0.69,141,0,0,0.7874015748,0.1156580211,€8M - €13.5M,10750000
922,Matteo Gabbia,13,1121,86.23076923,185,78,23,7.02,0,0,0,0,0,0,0,0,0.95,0,0,126.9,0.81,3,10,2.25,98,0,0,0,0,0,0,0,2,11.16,0,Italy (Serie A),0.67,142,0,0,0,0.1132024978,€22M - €37M,29500000
