user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
ع ر ف ا ن 🤖,M62,"Rant Account! #MUFC #OverseasPakistani🇬🇧. KHI ➡️ MCR. When I see inflammation, I throw steroids at it.",2010-09-17 3:10:04,433,182,41841,FALSE,2022-05-31 23:18:24,What a match! What a quarter final!! Rafa on clay is just something else. #RafaelNadal𓃵 #RolandGarros,"['RafaelNadal𓃵', 'RolandGarros']",Twitter for iPhone,FALSE
Bryce,"Las Vegas, NV",Tennis Pro/VO artist with opinions. I respect a good apology. I’ll probably follow you back.,2020-08-03 22:45:32,126,284,23104,FALSE,2022-05-31 23:18:24,Year after year after year they keep doubting Nadal. They’ll doubt him in 2023 too. #RafaelNadal𓃵,['RafaelNadal𓃵'],Twitter for iPhone,FALSE
Pesha,VScode,Rationalist ⚫ | Developer ⚪ | Knowledge Enthusiast,2017-01-31 16:56:41,103,697,5960,FALSE,2022-05-31 23:18:24,"King of #RolandGarros,  King of Clay, King of #GrandSlam King of #tennis.
@RafaelNadal

#RafaelNadal𓃵","['RolandGarros', 'GrandSlam', 'tennis', 'RafaelNadal𓃵']",Twitter for Android,FALSE
Parallel Planes,Earth,I believe in karma || On the path to self discovery,2018-03-28 7:55:46,781,1381,50637,FALSE,2022-05-31 23:18:24,#RafaelNadal𓃵 Nadal the great!!,['RafaelNadal𓃵'],Twitter Web App,FALSE
Aviral Rai,"Varanasi, India","Love talking about cricket....
MS ❤️...
Psychology Student.. 
Pursuing Masters in Counselling Psychology..",2020-01-03 17:12:34,1363,993,24796,FALSE,2022-05-31 23:18:24,"Vamosss... This man is complete beast... World number 1 Djokovic is knocked out from the French Open in 4 sets... Rafa Nadal does it again.. The revenge has been taken.. Vamoss Rafa❤❤❤❤❤❤
#RolandGarros #RafaelNadal𓃵 https://t.co/UiU0f93yH0",,Twitter for Android,FALSE
dee is still tired,1:31 AM,"WIP | Chickentarian | 50% Psycho, 50% Logical 🤯 𝕴 𝖘𝖔𝖑𝖊𝖒𝖓𝖑𝖞 𝖘𝖜𝖊𝖆𝖗 𝖙𝖍𝖆𝖙 𝕴 𝖆𝖒 𝖚𝖕 𝖙𝖔 𝖓𝖔 𝖌𝖔𝖔𝖉",2013-07-17 8:50:55,501,238,175,FALSE,2022-05-31 23:18:23,"Always fun watching you play, #VAMOSRAFA!! #RafaelNadal𓃵","['VAMOSRAFA', 'RafaelNadal𓃵']",Twitter for Android,FALSE
Sally ❤️🤍💙💙🤍❤️,"Bangkok, Thailand",R2F2 จงรักภักดีต่อสถาบันชาติศาสนาและพระมหากษัตริย์ 🙏🏻🇹🇭 #RafaelNadal #โป๊ปเบลล่า #ติ่งเด็กชายระฟ้า #RafaNadol,2009-07-18 8:10:49,1383,64,37301,FALSE,2022-05-31 23:18:23,"I Believe in you, I Always Do!!!
#vamosrafa #RafaelNadal𓃵 https://t.co/i50UHgHNRI","['vamosrafa', 'RafaelNadal𓃵']",Twitter for Android,FALSE
Eric Thierry ISITE,,#SCOUT #METROLOGY #QUALITY #TESTING,2014-07-24 15:22:32,136,1496,4351,FALSE,2022-05-31 23:18:22,The goat 🐐 Vamos #RafaelNadal𓃵 #RolandGarros2022 @RafaelNadal,"['RafaelNadal𓃵', 'RolandGarros2022']",Twitter for iPhone,FALSE
Ratna EF❤,,"Proud n Crazy Fan of Sr Bachchan Sir!
Blessed w/His Followback on 23rd June'16! Met him on 3rd Oct'17❤
Die-hard Fan of Sidharth Shukla!
Met him on 2nd Oct'17❤",2013-07-29 3:18:13,12959,593,64597,FALSE,2022-05-31 23:18:22,"So so Proud of You @RafaelNadal ❤️🔥😍 what a game of tennis 👏👏👏👏👏
Stupendous game !!!
#RonaldGarros #FrenchOpen2022 
#RafaelNadal𓃵","['RonaldGarros', 'FrenchOpen2022', 'RafaelNadal𓃵']",Twitter for Android,FALSE
Dawn Risa Crumel,USA,"Can't Stop, Won't Stop. Tennis Enthusiast. Art Collector. Cyclist. Health Lawyer. Board Member. #HappinessIsAChoice Opinions are my own No Legal Advice",2014-07-09 10:18:58,674,1073,3681,FALSE,2022-05-31 23:18:22,Let’s Get To 14!!! #RafaelNadal𓃵,['RafaelNadal𓃵'],Twitter for iPhone,FALSE
Jayant,UK,Economist / Strategist / Sports enthusiast,2012-02-26 4:06:56,56,243,29,FALSE,2022-05-31 23:18:22,"S&amp;P down, but a Spanish bull is rallying strong on the red soil. #RafaelNadal𓃵 @rolandgarros",['RafaelNadal𓃵'],Twitter for iPhone,FALSE
Meral Crifasi,"London, Istanbul, Paris, SF","Head of Digital Marketing, Board Member #WomeninFinTech, Digital Marketing Lecturer for @dmigroup at @uw_wbs, Consult and Mentor Technology Startups",2009-01-28 10:56:37,2128,1362,7059,FALSE,2022-05-31 23:18:22,What a game ! Legend #RafaelNadal𓃵 https://t.co/xGXFtTBdPP,['RafaelNadal𓃵'],Twitter for iPhone,FALSE
Asad,"Toronto, Ontario",Doctor and Professional @rafaelnadal Fan. Snap: sinawan,2009-08-16 16:03:21,445,461,31149,FALSE,2022-05-31 23:18:22,"Who is the Greatest Of All Time ???? 

You are Fucking Right. 

RAFA NADAL - The One and Only 

Vamossssssss 

#RolandGarros 
#RafaelNadal𓃵 https://t.co/1YG5nXZw9h",,Twitter for iPhone,FALSE
Naveen Goud,,"private Teacher,",2019-01-04 6:29:15,41,160,3007,FALSE,2022-05-31 23:18:20,King of klay #RolandGarros #RafaelNadal𓃵 https://t.co/w3PV53qdjg,"['RolandGarros', 'RafaelNadal𓃵']",Twitter for Android,FALSE
Z Tromp,,,2013-09-12 1:26:46,162,302,103305,FALSE,2022-05-31 23:18:20,"Yessss, he did it. Rafa Rafa Rafa, I love you. Vamos!! GBU.
Defeats Novak in 4 sets 6-2, 4-6, 6-2, 7-6 #VamosRafa #RolandGarros #RafaelNadal𓃵 https://t.co/pv1xkginFA",['VamosRafa'],Twitter for Android,FALSE
GTL TENNIS PODCAST,"London, England",A fun and casual podcast discussing everything tennis • Available on: @YouTube @Spotify @applepodcasts gametolovepodcast@gmail.com,2013-05-19 11:34:04,3111,846,846,FALSE,2022-05-31 23:18:15,"RAFAEL NADAL 🇪🇸

Say no more. The tennis spoke for itself. 
(But also because we have no words…)

#RolandGarros #RafaelNadal𓃵 https://t.co/42Vty1OkO0",['RolandGarros'],Buffer,FALSE
猫太郎@夜は眠りたい,Anywhere,猫道と云うは愛でる事と見付けたり。,2014-07-08 0:49:47,475,1344,150439,FALSE,2022-05-31 23:18:15,"The greatest of all time.
Rafael Nadal Parera.

#RafaelNadal𓃵 https://t.co/rZPyb6hLXF",['RafaelNadal𓃵'],Twitter for iPhone,FALSE
Phil,"London, England",New account. New start. Same me.,2022-03-25 22:26:44,64,120,6621,FALSE,2022-05-31 23:18:15,What a match.  What a player Rafa is. Unbelievable talent. #RolandGarros #RafaelNadal𓃵,"['RolandGarros', 'RafaelNadal𓃵']",Twitter for Android,FALSE
Ryan B,"London, UK",,2010-08-28 23:32:41,173,406,9646,FALSE,2022-05-31 23:18:15,What a game that was! Sensational tennis #RolandGarros #RafaelNadal𓃵 #NovakDjokovic,"['RolandGarros', 'RafaelNadal𓃵', 'NovakDjokovic']",Twitter for iPhone,FALSE
Wendy 🆘️☮️,"Wheatland, WY","Sports fan - Phillies, Eagles, Michigan FB and Gopher hockey, geek, gardener, chocoholic, nasty woman!  https://t.co/UszAAjIoQq -- Net neutrality info",2009-03-06 15:24:58,2890,1512,799557,FALSE,2022-05-31 23:18:14,"#RafaelNadal𓃵 

Amazing! I wasn't sure he'd be able to pull this off. 

Congratulations!

#FrenchOpen2022","['RafaelNadal𓃵', 'FrenchOpen2022']",Twitter for Android,FALSE
Jay Lassiter,"New Jersey, USA","Award-winning journalist + podcaster @insider__nj, @leafly, @vice, @whyy, @nj1015, @observer.",2008-07-29 20:28:25,6120,5890,46330,FALSE,2022-05-31 23:18:12,OMG #RafaelNadal𓃵 the greatest ever!!!,['RafaelNadal𓃵'],Twitter for iPhone,FALSE
rh,"Washington, DC",#defi #Tennis #ManchesterUnited #DC #Grilling #nfl #nba #handicapping #formula1 #whiskey #wine SwingVision Ambassador,2019-07-12 12:19:40,28,996,868,FALSE,2022-05-31 23:18:11,Top 5 match ive watch in my lifetime. #FrenchOpen2022 #frenchopen #RafaelNadal𓃵,"['FrenchOpen2022', 'frenchopen', 'RafaelNadal𓃵']",Twitter for iPhone,FALSE
Jeff P.,"Birdland, MD",#RavensFlock since 96 😈 #bleedgreen #MFAM #EDM #Headbanger #Orioles 𝔹𝔸𝕃𝕋𝕀𝕄𝕆ℝ𝔼 ℝ𝔸𝕍𝔼ℕ𝕊 4LYFE,2020-03-31 20:24:49,144,337,3400,FALSE,2022-05-31 23:18:11,"Nadal Is off to the Semi’s !! 
LETS GOOO
#RolandGarros #RafaelNadal𓃵 https://t.co/9V15XtLxRT","['RolandGarros', 'RafaelNadal𓃵']",Twitter for iPhone,FALSE
Veer Badani,"Rajkot, India",🇮🇳🇺🇸 | Sports Journalist ⚽️ | Editor @es_sportsnews 📝| @IthacaCollege ‘18 + @SyracuseU ‘20 📚| RTs ≠ E’s | He/Him,2012-05-02 17:46:46,2671,4994,26794,FALSE,2022-05-31 23:18:10,The GOAT debate is over now… #RafaelNadal𓃵 #RolandGarros,"['RafaelNadal𓃵', 'RolandGarros']",Twitter for iPhone,FALSE
Jimmy,Cyberspace,Formerly Patrick Vieira. Currently Bukayo Saka. Always Thierry. 'Game the same. Just got more fierce' - Slim Charles. #knicks #giants random other guff.,2012-06-24 14:41:38,179,454,12586,FALSE,2022-05-31 23:18:09,Nadal is King. End. #RafaelNadal𓃵,['RafaelNadal𓃵'],Twitter for Android,FALSE
Sully,Down at Fraggle Rock,"● Aspire to be a Polymath 👓📚 ● Fanatical for Sport 🎾🏉 ●
Wish I was more Phlegmatic 💎🙏 ● Character is higher than Intellect 🎩 A fine Soul embodies both 🌟",2010-09-11 17:51:10,5758,5312,145495,FALSE,2022-05-31 23:18:09,"1.15 am 

Soon to be 36 years of Age. 

McEnroe and so many others, writing him off, after the 2nd set. 

Break down in the 4th.

But how DARE you. How on Earth dare you, doubt #RafaelNadal𓃵 

#rafanadal
#RolandGarros
#RolandGarros2022 
#VamosRafa",,Twitter for Android,FALSE
Mohsin Taj,"Islamabad, Pakistan","🇵🇰Logistics guy
|Tech |Samsung |Tennis| Photography |Snooker|
Nadal-F1-Motogp-Snooker-Cricket....",2012-01-08 6:02:49,135,448,2493,FALSE,2022-05-31 23:18:09,"He has done it again.. 👏💪 What a legend.
#RolandGarros 
#NadalDjokovic #RafaelNadal𓃵 
#NovakDjokovic https://t.co/ocIpNCX1f3","['RolandGarros', 'NadalDjokovic', 'RafaelNadal𓃵', 'NovakDjokovic']",Twitter for Android,FALSE
HalfAsianAl,,"Fluent in sarcasm, black belt in origami, 100% of my jokes are funny, in training to become a Pokemon master.

NUFC,
Seattle Seahawks,
Orlando Magic",2009-09-08 19:00:15,88,404,1388,FALSE,2022-05-31 23:18:09,Too early to say but surely number 14 for Rafa? #RafaelNadal𓃵  #RolandGarros,"['RafaelNadal𓃵', 'RolandGarros']",Twitter Web App,FALSE
Lerato Mogashwa,South Africa,"I live by this golden rule, “do unto others as you would have them do unto you” 💫✨",2010-01-05 8:48:24,5268,5027,29376,FALSE,2022-05-31 23:18:08,"…and the king of clay did it again!

#RafaelNadal𓃵 #RolandGarros","['RafaelNadal𓃵', 'RolandGarros']",Twitter for iPhone,FALSE
TheGerminator 👩‍🌾🐘🐶🐱🎾,In the garden,Plant for pollinators🌻 #GoodTrouble #KidsOverGuns #EnforceTheSubpoenas #StopVoterSuppression #EndCitizensUnited #AdoptDontShop,2010-01-18 19:42:02,5180,5246,39605,FALSE,2022-05-31 23:18:08,"@Reez_MPA A👏M👏A👏Z👏I👏N👏G!!!!
#RafaelNadal𓃵  #FrenchOpen2022","['RafaelNadal𓃵', 'FrenchOpen2022']",Twitter for iPhone,FALSE
Oli Stone,,Just Be You | BHAFC fan 💙💚,2021-01-31 19:36:28,92,187,35286,FALSE,2022-05-31 23:18:07,"‘I hate that he wipes his head every time he serves, what a d*ck, he needs to wear bigger shorts’ 😭😭😭#RolandGarros #RafaelNadal𓃵 #Djokovic #NadalDjokovic",['RolandGarros'],Twitter for iPhone,FALSE
Akshiv Pathania,Mumbai/Delhi,"Mitochondria is the powerhouse of the cell. Not this BIO? Oh, OK.",2015-08-25 17:48:11,190,301,3934,FALSE,2022-05-31 23:18:07,"CANCEL THE DAMN TOURNAMENT AND GIVE THIS MAN THE TROPHY!
GREATEST. OF. ALL. TIME.
#RafaelNadal𓃵 #RolandGarros","['RafaelNadal𓃵', 'RolandGarros']",Twitter for Android,FALSE
Kelly Kristo,MN,attitude of gratitude,2009-04-27 22:35:51,7421,934,50207,FALSE,2022-05-31 23:18:07,I love that wedgie-picking Mallorcan!!!! #RafaelNadal𓃵,['RafaelNadal𓃵'],Twitter for iPhone,FALSE
Mark Leyhe,"Charlotte, NC",Physical Therapist. Mission: Glorify God by displaying love and service to others in order to restore and enhance lives,2011-06-15 15:29:06,324,478,1050,FALSE,2022-05-31 23:18:07,Still the king! #RafaelNadal𓃵,['RafaelNadal𓃵'],Twitter for iPhone,FALSE
sinyorcvz,istanbul,,2011-06-24 7:38:18,166,385,1273,FALSE,2022-05-31 23:18:06,Congrats @RafaelNadal #RolandGarros #RafaelNadal𓃵,"['RolandGarros', 'RafaelNadal𓃵']",Twitter for iPhone,FALSE
La Marquesita,,,2016-04-14 10:04:15,269,1669,7796,FALSE,2022-05-31 23:18:05,THE KING OF TENNIS FOREVER - RAFAEL NADAL 💪🏻💪🏻🐐🐐💯💯👏🏻👏🏻❤️❤️ #RafaelNadal𓃵 #RolandGarros #RolandGarros2022 #FrenchOpen2022 #FrenchOpen #Rafa #Nadal #RafaNadal,"['RafaelNadal𓃵', 'RolandGarros', 'RolandGarros2022']",Twitter for iPhone,FALSE
Aya Mostafa 𓂆 🇵🇸,Madrid,"Muslim❤️ | Palestinian 🇵🇸 | pharmacy,Ju💊 | Nadalista 🎾 | siempre..¡HalaMadrid!🤍",2012-03-08 15:48:50,1052,1353,7821,FALSE,2022-05-31 23:18:05,"Offfff finalllllyyy🤯🤯🤯🤯🤯
What a matchhh!!! 🔥🔥♥️♥️♥️♥️
Don't mess with the king of clay 👑🔥🔥🔥 vamoooooossss 
#RolandGarros #RafaelNadal𓃵","['RolandGarros', 'RafaelNadal𓃵']",Twitter for iPhone,FALSE
Ali,leaf village,"جگر دریدہ ہوں چاک جگر کی بات سنو۔۔ 

الم رسیدہ ہوں دامان تر کی بات سنو۔۔",2012-05-21 12:05:25,12824,688,19815,FALSE,2022-05-31 23:18:05,Long live the King of Clay #RafaelNadal𓃵,['RafaelNadal𓃵'],Twitter for Android,FALSE
🇮🇪Ian Franzoni 🇮🇪,Cabra,"@bfcdublin Member. 
Bohs Till I Die. 
Keith Long's Red&Black Army",2012-08-31 15:58:26,222,1962,9383,FALSE,2022-05-31 23:18:04,Amazing. Long live the King #RolandGarros #RafaelNadal𓃵,"['RolandGarros', 'RafaelNadal𓃵']",Twitter for Android,FALSE
Abhishek Singh,"नई दिल्ली, भारत",Proud Indian 🇮🇳,2012-03-22 15:11:47,170,156,2317,FALSE,2022-05-31 23:18:03,Absolute Beast 💪 #RafaelNadal𓃵 #Rafa #RolandGarros #KingOfClay https://t.co/YzkSYhUR0M,"['RafaelNadal𓃵', 'Rafa', 'RolandGarros', 'KingOfClay']",Twitter for Android,FALSE
JC- The Former World Champion ,"South Florida, USA",ESPN South Florida | Host: JC & The HomeTeam 4-6PM | UFC Fight Pass: The Lover & The Fighter Podcast | Former World Champion LLC | The Notorious “Pink Suit Guy”,2011-01-31 1:55:42,6209,556,56887,FALSE,2022-05-31 23:18:03,"They really made Rafa Nadal an underdog on the red clay of #RolandGarros huh? 

Smh. 

#NadalDjokovic #RafaelNadal𓃵","['RolandGarros', 'NadalDjokovic', 'RafaelNadal𓃵']",Twitter for iPhone,FALSE
♐ Sam Fisher~🇨🇲,Yaoundé,#HalaMadrid⚽||Comptable/manager/Rédacteur WebSEO||#LivrovoreCompulsif||#AthercyE_Ent||192cm de bonne humeur|| The fear of the lord is the begining of wisdom🙏🏾,2011-05-27 10:00:02,5518,1917,124102,FALSE,2022-05-31 23:18:02,"The only 🐐 of Red earth
#RafaelNadal𓃵 https://t.co/vUeE7fBAIj",['RafaelNadal𓃵'],Twitter for Android,FALSE
ْ,,عيش الحياة كالمجانين واترك العقل للعقلاء,2020-02-09 7:03:56,568,554,20380,FALSE,2022-05-31 23:17:59,"The legend of tennis 🤴🏻
#RafaelNadal𓃵 
 #RolandGarros https://t.co/kESw5wz2ph","['RafaelNadal𓃵', 'RolandGarros']",Twitter for iPhone,FALSE
Renuka Vyavahare,"Mumbai, India","Love mountains & the sea. Can talk endlessly & not at all. Life isn’t ‘either or’, is it? Writer at @Bombaytimes Movie critic for @timesofindia Views - Personal",2009-06-30 10:05:09,3471,778,27688,TRUE,2022-05-31 23:17:59,"Greatest of all time, hell yes. #RafaelNadal𓃵 Road to #22 https://t.co/m0u3z1EnJv",['RafaelNadal𓃵'],Twitter for iPhone,FALSE
freaky_rk,India,"Coder, Thinker, Critic, Avid cricketer and Gym lover..Like to watch Arsenal, Barcelona and PSG play and a huge Messi,Rafa fan",2013-06-03 8:16:02,109,827,1188,FALSE,2022-05-31 23:17:58,#VamosRafa Another grandslam loading 👏👏👏 #RolandGarros #RafaelNadal𓃵 #RolandGarros2022,"['VamosRafa', 'RolandGarros', 'RafaelNadal𓃵', 'RolandGarros2022']",Twitter for Android,FALSE
🏈Edu Vallejo Granero🏈,"Sevilla, España",@CoollegeNation & @TheSpanishBowl. @BillsMafiaSpain - 🎧 @EstampidaBills - @NHLFlamesSpain @PadresSpain @TWolvesSpainNBA y mucho más... 🦬💨 #GoBills ♥️🤍💙,2012-12-28 18:10:24,650,876,4748,FALSE,2022-05-31 23:17:56,"Grande @RafaelNadal.
#RafaelNadal𓃵 #RolandGarros https://t.co/SayaiMxgep","['RafaelNadal𓃵', 'RolandGarros']",Twitter for iPhone,FALSE
Virginia,"Minnesota, USA","Rafa fan forever, traveler, cat and dog lover",2011-02-21 23:03:07,1303,851,130574,FALSE,2022-05-31 23:17:55,My God!! He won big!!! VamosRafaSiempre #RafaelNadal𓃵,['RafaelNadal𓃵'],Twitter for Android,FALSE
Atul Raj Menon,,26 |MUFC| |MusicIsLife| |MovieBuff| |Reader| |TeamIndia| |Kerala Blasters| |Friendship| |KeepSmiling|,2011-07-04 12:30:05,583,2857,890,FALSE,2022-05-31 23:17:54,Back in the hunt #RolandGarros #RafaelNadal𓃵,"['RolandGarros', 'RafaelNadal𓃵']",Twitter for iPhone,FALSE
Simon Wright,London,"semi-nerd, who does a nice line in sarcasm",2009-10-22 14:48:28,73,295,13616,FALSE,2022-05-31 23:17:53,"Ridiculous tennis match, even more ridiculous scheduling #FrenchOpen #RafaelNadal𓃵 #NovakDjokovic","['FrenchOpen', 'RafaelNadal𓃵', 'NovakDjokovic']",Twitter for iPhone,FALSE
Attiliana,"Catania, Sicilia","Bruce, tennis, gatti...si,c'è tutto. 
Non parlo col mio cane, però c'è un bel legame.",2012-04-26 15:42:30,891,1122,27555,FALSE,2022-05-31 23:17:52,@GeorgeSpalluto 👑King of clay #RafaelNadal𓃵,['RafaelNadal𓃵'],Twitter for Android,FALSE
ʜ ᴇ ᴀ ᴠ ᴇ ɴ ᴄʀ7,,ᴘʜᴅ sᴛᴜᴅᴇɴᴛ. ғᴏᴏᴛʙᴀʟʟ ᴘʟᴀʏᴇʀ ғʀᴏᴍ 1992 ᴜɴᴛɪʟ 2006⚽ #ʀᴇᴀʟᴍᴀᴅʀɪᴅ ʙᴏᴛʜ ʀᴏɴᴀʟᴅᴏ (ᴄʀ7 & ʀ9). ɴᴀᴛᴜʀᴇ & ᴍᴜsɪᴄ,2022-04-08 23:46:34,52,98,697,FALSE,2022-05-31 23:17:52,"Congradulations to #RafaelNadal𓃵 for winning against #NovakDjokovic 
Hala Madrid and Madridesta https://t.co/caGa5uu7o5","['RafaelNadal𓃵', 'NovakDjokovic']",Twitter for Android,FALSE
Madhu Jawali,"Bengaluru, India","Sports Editor -- Deccan Herald. Previously The Times of India, The Asian Age",2015-01-03 11:36:16,507,446,358,FALSE,2022-05-31 23:17:51,Yes yes yes... Rafa it is! #FrenchOpen2022 #RafaelNadal𓃵,"['FrenchOpen2022', 'RafaelNadal𓃵']",Twitter for Android,FALSE
S M Al Islam Ovy,"Dallas, TX","Breathe Manchester United.
GGMU 🔴🇾🇪















PhD student at UT Dallas!",2014-05-28 10:46:10,668,2081,10415,FALSE,2022-05-31 23:17:50,"Rafael Nadal The GOAT! 🐐

#FrenchOpen2022 #NadalDjokovic #Nadal #RafaelNadal𓃵","['FrenchOpen2022', 'NadalDjokovic', 'Nadal', 'RafaelNadal𓃵']",Twitter for Android,FALSE
elever,"Athens, Greece",Να σε βλέπω να γελάς,2009-04-10 13:11:47,571,661,4560,FALSE,2022-05-31 23:17:49,The man. The legend #RafaelNadal𓃵,['RafaelNadal𓃵'],Twitter for iPhone,FALSE
StopBuyingSeasonTickets,North West,Born in Cheshire...Heart in Lancashire!!!,2012-06-01 14:07:15,404,567,7552,FALSE,2022-05-31 23:17:49,"Vamos Rafa!!!

Novax Djokovic seen off!!!

Now go raise that bar even further and make it 22 🏆💪 

#RafaelNadal𓃵 #RolandGarros #RolandGarros2022",['RafaelNadal𓃵'],Twitter for iPhone,FALSE
Jennifer Halinda 🇺🇦🌻,"Vancouver, British Columbia","I see good people. I love art, tennis and a good sesame bagel. #fullyvaxxed 🖼 🎾🥯",2013-10-31 20:02:04,621,1141,22910,FALSE,2022-05-31 23:17:46,R.A.F.A #RafaelNadal𓃵,['RafaelNadal𓃵'],Twitter for iPhone,FALSE
Umang Chordia,"Bengaluru, Karnataka",,2010-08-02 12:55:57,336,567,10814,FALSE,2022-05-31 23:17:45,"Phenomenal @RafaelNadal 
What a game.

#🐐 #RafaelNadal𓃵 #RolandGarros 

That is all.","['RafaelNadal𓃵', 'RolandGarros']",Twitter for Android,FALSE
Gowthaman Natarajan,Bengaluru,"Chartered Accountant by profession, Alumnus of Shri Ram college, a movie buff! Aspiring movie critic, loves history, travelling , arm chair cricket lover !!",2011-03-29 18:34:32,290,858,9898,FALSE,2022-05-31 23:17:45,"Damn !!! Well played , #RafaelNadal𓃵 ! #Djokovic was not quite in the rhythm after that 2nd part of 4th set! #RolandGarros","['RafaelNadal𓃵', 'Djokovic', 'RolandGarros']",Twitter for iPhone,FALSE
Dawn Risa Crumel,USA,"Can't Stop, Won't Stop. Tennis Enthusiast. Art Collector. Cyclist. Health Lawyer. Board Member. #HappinessIsAChoice Opinions are my own No Legal Advice",2014-07-09 10:18:58,674,1073,3681,FALSE,2022-05-31 23:17:45,Absolutely nerve wracking incredible win!! Yes!! #RolandGarros #RafaelNadal𓃵,"['RolandGarros', 'RafaelNadal𓃵']",Twitter for iPhone,FALSE
estilosofismo,"Andalucía, España","Pero esto lo lee alguien? 
Storytelling🌿                                                
Leo (no es mi horóscopo)  #señorasquesonmillennials",2017-02-04 16:40:28,239,449,42769,FALSE,2022-05-31 23:17:43,"Victory  belongs to the most...Rafa
#RolandGarros 
#RolandGarros2022 
#RafaelNadal𓃵 
#Nadal 
@RafaelNadal","['RolandGarros', 'RolandGarros2022', 'RafaelNadal𓃵', 'Nadal']",Twitter for Android,FALSE
W i s s a m,,"‏‏‏‏‏‏‏‏‏‏‏this profile represents my own thoughts, not my family's or my employer
Pls accept my sense of humour and don't take things too personal!!",2012-03-06 16:23:15,2156,1707,52424,FALSE,2022-05-31 23:17:42,"Breath taking tennis. And the king Rafa is through to the semi-finals.
#RafaelNadal𓃵 a true tennis legend.
#RolandGarros2022 https://t.co/7hDAhrzE63",['RafaelNadal𓃵'],Twitter for Android,FALSE
Scottie Pimpin,"Las Vegas, Nevada",Always evolving.,2019-11-26 1:30:59,1340,1606,8689,FALSE,2022-05-31 23:17:42,"Rafa is the 🐐
#RollandGarros #RafaelNadal𓃵","['RollandGarros', 'RafaelNadal𓃵']",Twitter for Android,FALSE
Alex Peers,"Burlington, Ontario",My old account dj_themes was suspended for posting a 10 sec clip of Tuchel celebrating a goal & twitter won't let me out of twitter jail so this is my new acct!,2022-02-26 17:45:02,231,467,3077,FALSE,2022-05-31 23:17:42,GET IN!!! Rafa defeats that pos Joker!! The older Nadal gets the sweeter and sweeter it is when he beats that douchebag and especially @rolandgarros Way to go Rafa go for No. 14!! 💪🎾🇪🇦⏳🏆🗼 #Nadal #RafaelNadal𓃵 #RolandGarros #FrenchOpen,,Twitter for Android,FALSE
Bridie ♡,Aussie 🇦🇺 // 21,just a girl who edits her many obsessions lol - currently in my Rafa / Roger #FEDAL era 🤍,2021-03-31 9:47:18,433,164,7346,FALSE,2022-05-31 23:17:42,RAFA NADAL IS UNSTOPPABLE!! NEVER DOUBT HIS ABILITIES!!!🔥🔥 #RafaelNadal𓃵 #GOAT𓃵 https://t.co/wkPr9EBr3l,"['RafaelNadal𓃵', 'GOAT𓃵']",Twitter for iPhone,FALSE
Eyad Kaaki إياد كعكي,Makkah - London,,2009-09-13 11:47:12,692,167,3330,FALSE,2022-05-31 23:17:38,Breath taken tennis 🎾by #RafaelNadal𓃵 #RolandGarros,"['RafaelNadal𓃵', 'RolandGarros']",Twitter for iPhone,FALSE
Christopher Castaneda,Binging something,"“Yeah, I went hunting once. Shot the deer in the leg. Had to kill it with a shovel.”-Michael Scott |Lubbock|Film Buff🎬|30| IG: chrisshannon_",2011-09-27 11:13:26,1376,1346,44993,FALSE,2022-05-31 23:17:38,"YESSSS!!!!!!!!!!!!!!!!!!! 

RAFAAAAAA!!!!!!!!! 

Payback is in effect.

Game. Set. Match! 

#RafaelNadal𓃵 

#RolandGarros","['RafaelNadal𓃵', 'RolandGarros']",Twitter for iPhone,FALSE
Truth,San Francisco Bay Area,"Tennis fanatic, Sport Specific Fitness Trainer, Fitness testing, B.S. Kinesiology Exercise Nutrition & Wellness, Manicurist in CA TROLL SLAYER",2009-04-14 2:19:55,2416,2849,8841,FALSE,2022-05-31 23:17:37,What a match!! #RafaelNadal𓃵 #ATP #RolandGarros,"['RafaelNadal𓃵', 'ATP', 'RolandGarros']",Twitter for iPhone,FALSE
Rafa FC,,Rafa Nadal's greatest hits.,2020-03-03 13:46:08,757,201,2260,FALSE,2022-05-31 23:17:37,To all you haters. Take that. This man is not from earth. VAMOSSSSSSSS RAFA YOU LEGEND 🤯🤯🤯🤯🤯 #RolandGarros #RafaelNadal𓃵,"['RolandGarros', 'RafaelNadal𓃵']",Twitter for Android,FALSE
Sajag Srivastava,"Kanpur, India","Journalist
Jr Assistant Producer at @sportstak
Views are personal.",2018-07-28 7:03:45,144,176,48940,FALSE,2022-05-31 23:17:36,"Nadal it is. He'll play his 15th @rolandgarros semifinal.
What a game it was @NikhilNaz
#RafaelNadal𓃵 
#RolandGarros","['RafaelNadal𓃵', 'RolandGarros']",Twitter for Android,FALSE
jay dee,"Scotland, United Kingdom",#slave of my WADOOD(SWT) and Muhammad pbuh....✌...#Goals #To #please#my#LordSWT,2010-06-02 14:06:56,450,853,3994,FALSE,2022-05-31 23:17:36,Sensational match #RafaelNadal𓃵  @DjokerNole #twogladiators @rolandgarros,"['RafaelNadal𓃵', 'twogladiators']",Twitter for iPhone,FALSE
